archivo,sección,tema,pregunta,subpregunta,juicio,evidencia procedente de la investigación,consideraciones adicionales
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",k) ¿Es factible la implementación de la opción?,,Variable.,No se identificaron estudios que respondieran a la pregunta.,"El GAG considera que la implementación de terapia metacognitiva en AP requiere de la disponibilidad de profesionales capacitados y con experiencia en esta modalidad de tratamiento, así como tiempo adecuado para su aplicación. La presencia del profesional de psicología clínica en AP, actualmente como proyecto piloto en algunas CCAA, ayudaría a que la recomendación se implementase sin dificultades. GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS 62 El GAG considera que la terapia metacognitiva no tiene tanta experiencia de uso como la TCC y la terapia de relajación entre los profesionales especialistas en salud mental. En esta pregunta clínica se analiza la evidencia científica y se aportan recomendaciones sobre el uso de la terapia de aceptación y compromiso en pacientes con TAG. La terapia de aceptación y compromiso se encuentra dentro de las denominadas terapias de tercera generación. Según este enfoque las personas con TAG reaccionan negativamente a sus experiencias internas, juzgándolas, luchando contra ellas o tratando de controlarlas, pues las perciben como amenazantes (un fenómeno denominado evitación experiencial). El tratamiento no se centra primariamente en reducir las preocupaciones, sino en cambiar cómo uno responde ante las mismas Así, la terapia estaría orientada a la aceptación de esas experiencias internas a través de aumentar la conciencia en el momento presente, alentar la aceptación de las respuestas internas en vez de juzgarlas y evitarlas, y promover la acción en áreas importantes para el paciente (113, 114). Recomendaciones 1. En pacientes con TAG, se sugiere utilizar la terapia de aceptación y compromiso como segunda línea de tratamiento psicológico. [Débil a favor] Justificación Se ha formulado una recomendación débil a favor del uso de la terapia de aceptación y compromiso en pacientes con TAG en caso de que no se obtenga respuesta con la TCC o con la terapia de relajación. No se pudo identificar evidencia que compare de forma directa los efectos de la terapia metacognitiva frente a los de la terapia de aceptación y compromiso para pacientes con TAG, por lo que el GAG ha decidido recomendar cualquiera de las dos terapias como segunda línea de tratamiento psicológico, sin priorizar ninguna sobre la otra. GPC PARA EL TRATAMIENTO DEL TRASTORNO DE ANSIEDAD GENERALIZADA EN ATENCIÓN PRIMARIA 63 El grupo de trabajo ha considerado la magnitud de los efectos beneficiosos esperados y el balance beneficio-riesgo. Justificación detallada Magnitud de los efectos esperados: la evidencia indica que la terapia de aceptación y compromiso tiene efectos moderados positivos sobre las tasas de respuesta y remisión, los niveles de ansiedad y el manejo de las preocupaciones. Ninguno de los tres estudios considerados informa resultados sobre eventos adversos. Balance beneficio-riesgo: debido a la evidencia de beneficios de la terapia de aceptación y compromiso en el tratamiento del TAG y la posibilidad de aparición de eventos adversos asociados a esta terapia, que se considera insignificante, el GAG ha considerado que el balance beneficio-riesgo es globalmente favorable a la terapia de aceptación y compromiso. Debido a que la TCC presenta un mayor cuerpo de evidencia que la terapia de aceptación y compromiso, con beneficios probados, se sugiere la elección de la terapia de aceptación y compromiso como segunda línea de tratamiento psicológico. En todo caso, la decisión tendrá que ser valorada individual y personalizadamente para determinar cuál es la opción más adecuada para cada paciente y su situación específica. De la evidencia a la recomendación"
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",a) ¿Cuál es la magnitud de los efectos deseables esperados?,,Moderada.,"Se han considerado 3 ECA (n= 176) (119–121), que comparan la aplicación de terapia de aceptación y compromiso con grupo control sin psicoterapia y lista de espera. Uno de los estudios aplica la intervención por internet (121). Los resultados muestran que el tratamiento con terapia de aceptación y compromiso frente a cualquier control en adultos con TAG: − Aumenta la probabilidad de respuesta (361 pacientes más por cada 1.000). − Aumenta la probabilidad de remisión (541 pacientes más por cada 1.000). − Reduce los niveles de ansiedad (efecto moderado), sin embargo, no supera el umbral de decisión clínica. − Reduce los niveles de preocupación (efecto moderado), sin embargo, no supera el umbral de decisión clínica. − No modifica los niveles de depresión. − No modifica los niveles de CVRS. GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS 64 Para más información se pueden consultar los perfiles de evidencia GRADE disponibles en el material metodológico.",
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",b) ¿Cuál es la magnitud de los efectos indeseables esperados?,,Insignificante.,No se han podido identificar estudios que informen el desenlace tasa de efectos adversos.,El GAG considera que los efectos adversos de la terapia de aceptación y compromiso son muy improbables.
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,,Moderada.,"La calidad global de la evidencia fue considerada moderada, calificación aplicada a la variable respuesta. Existe riesgo de sesgo inherente a la imposibilidad de cegar a los participantes (sesgo de realización), y los tamaños muestrales son pequeños. Por desenlace, la calidad de la evidencia fue considerada alta para el desenlace probabilidad de remisión; moderada para el desenlace probabilidad de respuesta; baja para los desenlaces nivel de ansiedad (autoinformada), nivel de preocupación y nivel de calidad de vida; y muy baja para el desenlace nivel de depresión.",
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",d) ¿Existe incertidumbre o variabilidad importante sobre cómo,,La incertidumbre o la variabilidad probablemente no son importantes.,No se han podido identificar estudios que informen del valor que las personas con TAG otorgan a los diferentes desenlaces.,El GAG considera poco probable que exista variabilidad en cuanto a cómo los pacientes valoran los desenlaces principales.
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",f) ¿Cuál es la magnitud de los recursos requeridos (costes)?,,Costes moderados.,No se identificaron estudios que respondieran a la pregunta. GPC PARA EL TRATAMIENTO DEL TRASTORNO DE ANSIEDAD GENERALIZADA EN ATENCIÓN PRIMARIA 65,"El coste de una terapia de aceptación y compromiso sería parecido al coste de una TCC tradicional. En el País Vasco, tanto la psicoterapia de grupo como la individual tiene el coste unitario de 124 € (108). Por tanto, una TCC-i de 8-12 sesiones tendría un coste de entre 992 € y 1488 € por paciente. El resto de CCAA no proporciona el coste de psicoterapia individual y grupal."
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",g) ¿Cuál es la certeza en torno a la evidencia sobre los recursos,,No hay estudios incluidos.,No se identificaron estudios que respondieran a la pregunta.,
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?","h) El coste-efectividad de la intervención, ¿favorece a la",,Desconocido.,No se identificaron estudios que respondieran a la pregunta.,
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",i) ¿Cuál sería el impacto en la equidad en salud?,,Probablemente reducido.,No se identificaron estudios que respondieran a la pregunta.,"En España, la derivación a los servicios de psiquiatría, psicología, trabajo social y otros es muy variable según los casos. Esta inequidad en el acceso no parece basarse en criterios clínicos, sino posiblemente en diferencias territoriales de acceso a los diferentes servicios. Existen algunos proyectos piloto para implementar la presencia del profesional de psicología clínica en AP (Canarias, Cataluña, Madrid o Asturias). Entre los criterios de derivación a las consultas de psicología clínica de AP, se encuentra el diagnóstico de TAG. Sin embargo, su implantación no es homogénea en todo el SNS."
ansiedad.txt,5.4,"En adultos con TAG, ¿cuál es la efectividad y seguridad comparada de la terapia de aceptación y compromiso?",j) ¿Es aceptable la opción para los agentes implicados?,,Probablemente sí.,"No se han identificado estudios que evalúen específicamente la aceptabilidad de la terapia de aceptación y compromiso. El porcentaje de abandonos en los ECA considerados fue del 13,9% en el grupo de terapia de aceptación y compromiso, frente al 17,7% en el control, una diferencia no significativa. GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS 66 Según el estudio cualitativo realizado para esta GPC, los siguientes factores favorecen la aceptabilidad de los tratamientos psicológicos por parte de los pacientes: − La accesibilidad de los profesionales en periodos de crisis de ansiedad (aumentando el número de sesiones o acceso telefónico en momentos agudos). − El recibir sesiones periódicas semanales durante una primera etapa hasta que se consigan manejar los síntomas más importantes. − La dotación de información y herramientas adaptadas a las particularidades del TAG y a las experiencias personales concretas. − La existencia de un seguimiento a largo plazo: oportunidad de retomar la relación terapéutica ante recaídas o crisis de ansiedad.",
